LNG,LAT,ROUTES,STOPNAME,DIR,AMENITIES,DISTANCE_FROM_STREET,DISTRICT,CITY,POSTAL,COUNTY,TEAMBOUNDARY,CORNER,ON_STREET,AT_STREET,STOPNAME_BSID
-105.133287,39.580586,"99L, 116X, 77",W Ken Caryl Ave & S Alkire St {1303},E,,75,N,Ken Caryl,80127,Jefferson,West,SE,W Ken Caryl Av,S Alkire St,W Ken Caryl Ave & S Alkire St {1303} (Stop No. 21495)
-104.819367,39.684247,21,S Sable Blvd & Colorado Dr,S,B,98,F,Aurora,80012,Arapahoe,East,SW,S Sable Blvd,E Colorado Dr,S Sable Blvd & Colorado Dr (Stop No. 16384)
-105.132643,39.740258,"16, 16L",W Colfax Ave & Union St,W,,20,M,Lakewood,80215,Jefferson,West,NE,W Colfax Av,Union St,W Colfax Ave & Union St (Stop No. 12993)
-105.109831,39.728474,100,Kipling St & W 8th Ave,S,"B, 13",85,M,Lakewood,80215,Jefferson,West,SW,Kipling St,W 8th Av,Kipling St & W 8th Ave (Stop No. 14847)
-105.2101201,39.73424059,GDFX,Jefferson County Workforce Building {1109},S,,65,L,Golden,80401,Jefferson,West,SE,*Jeffco Work Force Bldg,,Jefferson County Workforce Building {1109} (Stop No. 26499)
-105.0533706,39.79331269,51,Sheridan Blvd & W 53rd Ave,S,,150,L,Arvada,80002,Jefferson,West,NW,Sheridan Blvd,W 53rd Av,Sheridan Blvd & W 53rd Ave (Stop No. 16484)
-104.943854,39.740219,15,Colfax Ave & Garfield St,W,"P, B",90,A,Denver,80206,Denver,East,NE,E Colfax Av,Garfield St,Colfax Ave & Garfield St (Stop No. 12886)
-104.977806,39.88746,12,Washington St & Washington Way {1203},S,13,70,K,Northglenn,80233,Adams,North,SW,Washington St,Washington Wy,Washington St & Washington Way {1203} (Stop No. 17159)
-105.151736,39.97728021,"DASH, 228",Via Appia & Church Ln {1102},NE,,75,O,Louisville,80027,Boulder,North,SE,Via Appia,Church Lane,Via Appia & Church Ln {1102} (Stop No. 33056)
-104.8812472,39.78510788,42,Northfield Blvd & Beeler St,E,,225,B,Denver,80238,Denver,East,SE,E 49th Ave,Beeler St,Northfield Blvd & Beeler St (Stop No. 33060)
-104.998721,39.613134,66,W Littleton Blvd & S Hickory St,E,,75,H,Littleton,80120,Arapahoe,West,SE,W Littleton Blvd,S Hickory St,W Littleton Blvd & S Hickory St (Stop No. 15010)
-105.137795,39.807759,"52, 125",Ward Rd & W 61st Ave,N,B,75,L,Arvada,80004,Jefferson,West,NE,Ward Rd,W 61st Av,Ward Rd & W 61st Ave (Stop No. 17127)
-105.053144,39.697811,"11, 51, 4",S Sheridan Blvd & Morrison Rd,N,,303,D,Denver,80219,Denver,West,NW,S Sheridan Blvd,Morrison Rd,S Sheridan Blvd & Morrison Rd (Stop No. 16572)
-105.109718,39.758821,100,Kipling St & W 30th Ave,S,B,145,M,Wheat Ridge,80215,Jefferson,West,SW,Kipling St,W 30th Av,Kipling St & W 30th Ave (Stop No. 14807)
-105.0716,39.762044,32,W 32nd Ave & Pierce St,E,,115,M,Wheat Ridge,80214,Jefferson,West,SE,W 32nd Av,Pierce St,W 32nd Ave & Pierce St (Stop No. 10905)
-105.052799,39.762062,32,W 32nd Ave & Sheridan Blvd,E,35,105,C,Denver,80212,Denver,West,SE,W 32nd Av,Sheridan Blvd,W 32nd Ave & Sheridan Blvd (Stop No. 10912)
-105.253562,40.029701,"BOND, 208",30th St & Valmont Rd,N,,125,O,Boulder,80301,Boulder,North,NE,30th St,Valmont Rd,30th St & Valmont Rd (Stop No. 10845)
-104.989767,39.701792,11,I-25 & Broadway Station Gate D1,W,,75,A,Denver,80223,Denver,West, ,E Kentucky Ave,S Broadway,I-25 & Broadway Station Gate D1 (Stop No. 26282)
-105.081611,39.678735,"76, 87L",S Wadsworth Blvd & W Evans Ave,S,B,65,M,Lakewood,80227,Jefferson,West,SW,S Wadsworth Blvd,W Evans Av,S Wadsworth Blvd & W Evans Ave (Stop No. 17048)
-104.859067,39.747506,20,Montview Blvd & Kingston St,W,B,75,B,Aurora,80010,Adams,East,NW,Montview Blvd,Kingston St,Montview Blvd & Kingston St (Stop No. 15588)
-104.795824,39.740061,15,Colfax Ave & Norfolk St,E,B,75,F,Aurora,80011,Arapahoe,East,SW,E Colfax Av,Norfolk St,Colfax Ave & Norfolk St (Stop No. 12941)
-104.818416,39.729683,15L,Sable Blvd & 10th Ave,NW,,75,F,Aurora,80011,Arapahoe,East,NW,Sable Blvd,E 10th Av,Sable Blvd & 10th Ave (Stop No. 16357)
-105.109923,39.646026,"99, 99L",S Kipling St & W Lehigh Ave,S,B,75,N,Denver,80235,Jefferson,West,SW,S Kipling St,W Lehigh Av,S Kipling St & W Lehigh Ave (Stop No. 14881)
-104.98819,39.616343,"0L, 0",S Broadway & W Powers Ave,S,,500,H,Littleton,80120,Arapahoe,West,NW,S Broadway,W Powers Av,S Broadway & W Powers Ave (Stop No. 12443)
-104.927137,39.758329,28,29th Ave & Forest St,E,,5,B,Denver,80207,Denver,East,SW,E 29th Av,Forest St,29th Ave & Forest St (Stop No. 10754)
-105.067411,39.816114,72,Lamar St & W 66th Ave,S,,102,L,Arvada,80003,Jefferson,North,SW,Lamar St,W 66th Av,Lamar St & W 66th Ave (Stop No. 14922)
-105.053883,39.696866,11,W Mississippi Ave & S Sheridan Blvd,W,,160,D,Lakewood,80232,Jefferson,West,NW,W Mississippi Av,S Sheridan Blvd,W Mississippi Ave & S Sheridan Blvd (Stop No. 15443)
-104.973659,39.76765,44,Larimer St & Downing St,SW,"B, T",110,B,Denver,80205,Denver,East,W,Larimer St,Downing St,Larimer St & Downing St (Stop No. 14947)
-105.128644,39.74026,"16, GS, 16L",W Colfax Ave & Simms St,W,"B, 13",90,M,Lakewood,80215,Jefferson,West,NW,W Colfax Av,Simms St,W Colfax Ave & Simms St (Stop No. 12980)
-105.0262126,39.68941352,14,W Florida Ave & S Federal Blvd,E,,450,D,Denver,80219,Denver,West,,W Florida Ave,S Federal Blvd,W Florida Ave & S Federal Blvd (Stop No. 34274)
-104.9032331,39.72591298,73,Quebec St & 6th Ave,N,B,40,A,Denver,80230,Denver,East,NE,Quebec St,E 6th Av N,Quebec St & 6th Ave (Stop No. 16138)
-104.8267536,39.78819027,45,51st Ave & Chandler Way,W,,75,B,Denver,80239,Denver,East,NW,51st Ave,Chandler Way,51st Ave & Chandler Way (Stop No. 34867)
-104.940044,39.75825,28,29th Ave & Colorado Blvd,E,B,90,B,Denver,80207,Denver,East,SE,E 29th Ave,Colorado Blvd,29th Ave & Colorado Blvd (Stop No. 10743)
-104.946356,39.743839,20,17th Ave & Madison St,W,"P, B",50,B,Denver,80205,Denver,East,NE,E 17th Ave,Madison St,17th Ave & Madison St (Stop No. 10308)
-104.973008,39.766675,12,Lawrence St & Downing St,NE,B,105,B,Denver,80205,Denver,East,NE,Lawrence St,Downing St,Lawrence St & Downing St (Stop No. 14958)
-105.271634,40.0060934,HOP,Euclid Ave & Broadway,W,,100,O,Boulder,80309,Boulder,North,NE,Euclid Av,Broadway,Euclid Ave & Broadway (Stop No. 25461)
-105.2644033,40.01466816,JUMP,Arapahoe Ave & 23rd St,W,B,35,O,Boulder,80302,Boulder,North,NE,Arapahoe Ave,23rd St,Arapahoe Ave & 23rd St (Stop No. 12207)
-105.001639,39.777773,"19, 52",Lipan St & W 45th Ave,N,,125,C,Denver,80211,Denver,West,SE,Lipan St,W 45th Av,Lipan St & W 45th Ave (Stop No. 14998)
-105.0171944,39.53553057,402L,Highlands Ranch Pkwy & Wildcat Reserve Pkwy,NE,,250,H,Highlands Ranch,80129,Douglas,West,SW,W. Highlands Ranch Pkwy ,W. Wildcat Reserve Pkwy,Highlands Ranch Pkwy & Wildcat Reserve Pkwy (Stop No. 34276)
-105.247826,40.022878,206,Pearl Pkwy & Frontier Ave,SE,,50,O,Boulder,80301,Boulder,North,W,Pearl Pkwy,Frontier Ave,Pearl Pkwy & Frontier Ave (Stop No. 23023)
-105.2525232,40.02366859,BOLT,Boulder Junction at Depot Square Station Gate S3,W,,100,O,Boulder,80301,Boulder,North,N,Pearl Pkwy,31st St,Boulder Junction at Depot Square Station Gate S3 (Stop No. 23025)
-104.824837,39.983661,RX,Kuner Rd & Egbert St {1201},S,,75,K,Brighton,80601,Adams,North,SW,Kuner Rd,Egbert St,Kuner Rd & Egbert St {1201} (Stop No. 20046)
-104.826097,39.979363,RX,S Kuner Rd & Southern St {1201},S,,75,K,Brighton,80601,Adams,North,SW,Kuner Rd,Southern St,S Kuner Rd & Southern St {1201} (Stop No. 20047)
-105.151072,39.69038,21,W Alameda Pkwy & W Florida Dr {1304},NE,"B, 13",75,M,Lakewood,80228,Jefferson,West,NE,W Alameda Pkwy,Florida Dr,W Alameda Pkwy & W Florida Dr {1304} (Stop No. 12126)
-104.9423475,39.54330506,402L,9500 Block S University Blvd,SE,,820,H,Highlands Ranch,80126,Douglas,West, ,S University Blvd,E Highlands Ranch Pkwy,9500 Block S University Blvd (Stop No. 33475)
-104.986919,39.735237,10,12th Ave & Broadway,E,,90,A,Denver,80203,Denver,East,SE,E 12th Ave,Broadway,12th Ave & Broadway (Stop No. 10159)
-104.973595,39.7351,10,12th Ave & Corona St,E,,135,A,Denver,80218,Denver,East,SE,E 12th Ave,Corona St,12th Ave & Corona St (Stop No. 10160)
-105.0531106,39.82037099,51,Sheridan Blvd & W 68th Ave,N,B,90,C,Westminster,80030,Adams,North,NE,Sheridan Blvd,W 68th Av,Sheridan Blvd & W 68th Ave (Stop No. 16497)
-105.053375,39.728212,51,Sheridan Blvd & W 8th Ave,S,"B, T",325,M,Lakewood,80214,Jefferson,West,SW,Sheridan Blvd,W 8th Av,Sheridan Blvd & W 8th Ave (Stop No. 16509)
-104.791653,39.630256,"169, 169L",S Buckley Rd & Wagontrail Pkwy,S,,75,G,Aurora,80015,Arapahoe,East,SW,S Buckley Rd,E Wagontrail Pkwy,S Buckley Rd & Wagontrail Pkwy (Stop No. 23659)
-105.2663793,40.00395951,209,Regent Dr & Broadway,W,,300,O,Boulder,80309,Boulder,North,NE,Regent Dr,Broadway,Regent Dr & Broadway (Stop No. 23668)
-105.0326183,39.72790262,1,Knox Ct & W 7th Ave,E,,75,C,Denver,80204,Denver,West,,,,Knox Ct & W 7th Ave (Stop No. 33209)
-105.2260476,39.99648308,225,Tenino Ave & Oneida St,E,,90,O,Boulder,80303,Boulder,North,SE,Tenino Ave,Oneida St,Tenino Ave & Oneida St (Stop No. 33875)
-105.261311,39.997013,"DASH, GS, SKIP, AB, BOND",27th Way & Broadway PnR,NW,"31, PR, BDB",105,O,Boulder,80305,Boulder,North,NE,Broadway St,27th Way,27th Way & Broadway PnR (Stop No. 12438)
-104.972868,39.725452,12,Downing St & 6th Ave,N,B,20,A,Denver,80218,Denver,East,SE,Downing St,E 6th Ave,Downing St & 6th Ave (Stop No. 13385)
-105.055334,39.747548,20,W 20th Ave & Benton St,E,,75,C,Edgewater,80214,Jefferson,West,SE,W 20th Av,Benton St,W 20th Ave & Benton St (Stop No. 21800)
-105.1324205,39.72261761,"EV, 100, 99L, 16, GS, CV",Union Blvd & W 4th Ave,S,"B, 13",80,M,Lakewood,80228,Jefferson,West,SW,S Union Blvd,W 4th Av,Union Blvd & W 4th Ave (Stop No. 16775)
-104.980028,39.746135,"28, 32",19th Ave & Pearl St,E,B,35,B,Denver,80203,Denver,East,SW,E 19th Ave,Pearl St,19th Ave & Pearl St (Stop No. 10359)
-105.1003579,39.71047693,99,S Garrison St & W Alameda Ave,S,B,90,M,Lakewood,80226,Jefferson,West,SW,S Garrison St,W Alameda Ave,S Garrison St & W Alameda Ave (Stop No. 18352)
-105.1003694,39.70461734,99,S Garrison St & W Center Ave,S,B,65,M,Lakewood,80226,Jefferson,West,SW,S Garrison St,W Center Ave,S Garrison St & W Center Ave (Stop No. 18354)
-104.940851,39.68707,40,S Colorado Blvd & Iowa Ave,S,B,75,A,Denver,80210,Denver,East,SW,S Colorado Blvd,E Iowa Av,S Colorado Blvd & Iowa Ave (Stop No. 13127)
-105.027953,39.884986,104,W 104th Ave & Hooker St {1110},E,,90,J,Westminster,80031,Adams,North,SE,W 104th Av,Hooker St,W 104th Ave & Hooker St {1110} (Stop No. 24196)
-104.990923,39.720732,52,Bannock St & W 3rd Ave,S,B,70,C,Denver,80223,Denver,West,SW,Bannock St,W 3rd Ave,Bannock St & W 3rd Ave (Stop No. 12324)
-104.990925,39.723912,52,Bannock St & W 5th Ave,S,B,70,C,Denver,80204,Denver,West,SW,Bannock St,W 5th Ave,Bannock St & W 5th Ave (Stop No. 12326)
-105.019967,39.678591,21,W Evans Ave & S Clay St,E,,75,D,Denver,80219,Denver,West,SE,W Evans Av,S Clay St,W Evans Ave & S Clay St (Stop No. 13564)
-104.947674,39.678347,21,Evans Ave & S Cook St,E,B,65,A,Denver,80210,Denver,East,SE,E Evans Av,S Cook St,Evans Ave & S Cook St (Stop No. 13572)
-105.071711,39.921987,128,Main St & E 3rd Ave {1104},N,,75,I,Broomfield,80020,Broomfield,North,NE,Main St,W 3rd Av,Main St & E 3rd Ave {1104} (Stop No. 21310)
-104.987625,39.642671,"0L, 0",S Broadway & Oxford Ave,N,B,90,H,Englewood,80113,Arapahoe,West,NE,S Broadway,E Oxford Av,S Broadway & Oxford Ave (Stop No. 12572)
-105.150974,40.000069,225,Baseline Rd & Nyland Way,E,,60,O,Lafayette,80026,Boulder,North,SE,Baseline Rd,Nyland Wy,Baseline Rd & Nyland Way (Stop No. 22831)
-104.992772,39.65497057,TRLY,Englewood Pkwy & S Cherokee St,W,,75,D,Englewood,80110,Arapahoe,West,,,,Englewood Pkwy & S Cherokee St (Stop No. 41004)
-105.244588,40.051138,205,Jay Rd & 47th St,W,,75,O,Boulder,80301,Boulder,North,NW,Jay Rd,47th St,Jay Rd & 47th St (Stop No. 25663)
-104.989791,39.701951,0,I-25 & Broadway Station Gate C1,W,,75,A,Denver,80223,Denver,West, ,E Kentucky Ave,S Broadway,I-25 & Broadway Station Gate C1 (Stop No. 26280)
-104.7376097,39.78193473,42,Green Valley Ranch Blvd & Orleans St,W,,120,B,Denver,80249,Denver,East,NW,Green Valley Ranch Blvd,Orleans St,Green Valley Ranch Blvd & Orleans St (Stop No. 33453)
-104.7517228,39.77468292,42,42nd Ave & Ireland St,W,,90,B,Denver,80249,Denver,East,NW,42nd St,Ireland St,42nd Ave & Ireland St (Stop No. 33456)
-105.240989,39.884572,GS,Hwy 93 & Milepost 9,N,B,75,L,Golden,80403,Jefferson,North,SE,*Rocky Flats West Ent,,Hwy 93 & Milepost 9 (Stop No. 14508)
-105.0347023,39.64598977,"36L, 51, 36",S Lowell Blvd & W Mansfield Ave,S,,20,D,Denver,80236,Denver,West,SW,S Lowell Blvd,W Milan Av,S Lowell Blvd & W Mansfield Ave (Stop No. 15103)
-105.034612,39.642576,"36L, 36, 51",S Lowell Blvd & W Oxford Ave,N,31,117,D,Denver,80236,Denver,West,NE,S Lowell Blvd,W Oxford Av,S Lowell Blvd & W Oxford Ave (Stop No. 15104)
-105.4401488,39.98708701,NB,Hwy 119 & Saint Anton,E,,5,O,Boulder,80302,Boulder,North,SE,*St Anton,,Hwy 119 & Saint Anton (Stop No. 21416)
-104.9108676,39.76202529,43,MLK Blvd & Niagara St,W,,65,B,Denver,80207,Denver,East,NW,MLK Blvd,Niagara St,MLK Blvd & Niagara St (Stop No. 34442)
-105.1310687,40.19145518,"326, J, LX, BOLT, LD",Hover St & Wedgewood Ave {1103},S,,25,I,Longmont,80503,Boulder,North,NW,Hover St,Wedgewood Ave,Hover St & Wedgewood Ave {1103} (Stop No. 34171)
-104.986429,39.74095167,"48, 99L, P, 32",Civic Center Station Gate 3,N,,75,B,Denver,80202,Denver,East,,Civic Center,,Civic Center Station Gate 3 (Stop No. 35033)
-104.9866138,39.74066842,FF,Civic Center Station Gate 8,N,,75,B,Denver,80202,Denver,East,,Civic Center,,Civic Center Station Gate 8 (Stop No. 35038)
-104.847335,39.72218,121,Peoria St & Del Mar Cir S,S,,75,E,Aurora,80011,Arapahoe,East,SW,Peoria St,Del Mar Cir S,Peoria St & Del Mar Cir S (Stop No. 22299)
-104.9035846,39.79524484,88,Quebec St & 54th Pl,S,,90,K,Commerce City,80022,Adams,North,SW,Quebec St,E 54th Pl,Quebec St & 54th Pl (Stop No. 33031)
-105.0865484,40.01478939,JUMP,Arapahoe Rd & Hawkridge Rd,W,,75,I,Erie,80516,Boulder,North,NW,Araphoe Rd,Hawkridge Rd,Arapahoe Rd & Hawkridge Rd (Stop No. 33250)
-105.186406,40.014576,JUMP,Arapahoe Rd & Valtec Ln,E,,105,O,Boulder,80303,Boulder,North,SE,Arapahoe Rd,Valtec Ln,Arapahoe Rd & Valtec Ln (Stop No. 20364)
-105.0860697,39.79417079,72,Allison St & 5300 Block,N,,100,L,Arvada,80002,Jefferson,West,SE,Aliison St,5300 Block,Allison St & 5300 Block (Stop No. 34947)
-105.0530855,39.83377333,51,Sheridan Blvd & W 76th Ave,N,,160,C,Westminster,80030,Adams,North,SE,Sheridan Blvd,W 76th Ave,Sheridan Blvd & W 76th Ave (Stop No. 33975)
-104.83549,39.78618846,45,Andrews Dr and Worchester St,W,,100,B,Denver,80239,Denver,East,NW,Andrews Dr,Elgin Pl,Andrews Dr and Worchester St (Stop No. 34860)
-105.0852721,39.90623838,LD,US 36 & Broomfield Station Gate P {1105},E,,5,I,Broomfield,80021,Broomfield,North,,US 36 & Broomfield Station,Gate P,US 36 & Broomfield Station Gate P {1105} (Stop No. 34658)
-104.9922525,39.70777715,52,Alameda Station Gate B,S,,5,A,Denver,80223,Denver,West,,Alameda Stn,Gate B,Alameda Station Gate B (Stop No. 26256)
-104.9923837,39.70794831,3,Alameda Station Gate C,S,,5,A,Denver,80223,Denver,West,,Alameda Stn,Gate C,Alameda Station Gate C (Stop No. 26257)
-105.294047,39.710784,EV,Genesee PnR,E,,75,L,Golden,80401,Jefferson,West,SE,Mt Vernon canyon Rd,Genesee Mountain Rd,Genesee PnR (Stop No. 20352)
-104.9910048,39.55393859,401,S Broadway & Southpark Rd,S,11,200,H,Highlands Ranch,80129,Douglas,West,SW,S Broadway,Southpark Rd,S Broadway & Southpark Rd (Stop No. 24635)
-104.967771,39.758193,28,29th Ave & Franklin St,E,,75,B,Denver,80205,Denver,East,SE,E 29th Ave,Franklin St,29th Ave & Franklin St (Stop No. 22562)
-104.965028,39.757038,28,28th Ave & High St,W,,75,B,Denver,80205,Denver,East,NW,E 28th Ave,High St,28th Ave & High St (Stop No. 22563)
-105.048542,39.823805,72,W 70th Ave & Wolff St,W,,90,C,Westminster,80030,Adams,North,NW,W 70th Av,Wolff St,W 70th Ave & Wolff St (Stop No. 24294)
-105.005772,39.545962,402L,Highlands Ranch Pkwy & Lucent Blvd,W,,75,H,Highlands Ranch,80129,Douglas,West,NW,Highlands Ranch Pkwy,Lucent Blvd,Highlands Ranch Pkwy & Lucent Blvd (Stop No. 24968)
-104.836974,39.758261,153,30th Ave & Parklane Dr,NW,B,65,B,Aurora,80011,Adams,East,NW,E 30th Av,Parklane Dr E,30th Ave & Parklane Dr (Stop No. 10815)
-105.025076,39.755667,31,Federal Blvd & W 26th Ave,N,"B, 18",140,C,Denver,80211,Denver,West,NE,Federal Blvd,W 26th Av,Federal Blvd & W 26th Ave (Stop No. 13711)
-105.031905,39.899524,"31, 112, 114",W 112th Ave & Legacy Ridge Pkwy,E,,100,J,Westminster,80031,Adams,North,SE,W 112th Av,Legacy Ridge Pkwy,W 112th Ave & Legacy Ridge Pkwy (Stop No. 19459)
-104.8548162,39.66029537,"83, 35",S Parker Rd & Dartmouth Ave,SE,B,150,E,Denver,80014,Denver,East,SW,Parker Rd,E Dartmouth Av N,S Parker Rd & Dartmouth Ave (Stop No. 15772)
-105.03772,39.827363,72,W 72nd Ave & Newton St,W,,80,C,Westminster,80030,Adams,North,NW,W 72nd Av,Newton St,W 72nd Ave & Newton St (Stop No. 11677)
-104.866601,39.656713,105,S Havana St & Girard Ave,S,B,85,E,Denver,80231,Denver,East,SW,S Havana St,E Girard Av,S Havana St & Girard Ave (Stop No. 14268)
-104.966975,39.866083,93L,Eppinger Blvd & Gail Ct {1203},SW,"PW, B",125,K,Thornton,80229,Adams,North,NW,Eppinger Blvd,Gail Ct,Eppinger Blvd & Gail Ct {1203} (Stop No. 18518)
-104.77096,39.665644,133,Amherst Ave & S Argonne St,W,,100,F,Aurora,80013,Arapahoe,East,NW,E Amherst Av,S Argonne St,Amherst Ave & S Argonne St (Stop No. 23823)
-105.081603,39.649321,"76, 35",S Wadsworth Blvd & W Jefferson Ave,S,"18, SDB, B",200,N,Lakewood,80235,Jefferson,West,SW,S Wadsworth Blvd,W Jefferson Av,S Wadsworth Blvd & W Jefferson Ave (Stop No. 17064)
-105.158452,39.742591,"20, 125",14100 Block Denver West Pkwy,SW,B,30,L,Lakewood,80401,Jefferson,West,,Denver West Pkwy,Denver West Cir,14100 Block Denver West Pkwy (Stop No. 19374)
-105.1001381,39.68339666,99,S Garrison St & W Jewell Ave,S,B,15,M,Lakewood,80232,Jefferson,West,NE,S Garrison St,W Jewell Av,S Garrison St & W Jewell Ave (Stop No. 14047)
-105.100549,39.693119,99,S Garrison St & W Louisiana Ave,S,B,75,M,Lakewood,80232,Jefferson,West,SW,S Garrison St,W Louisiana Av,S Garrison St & W Louisiana Ave (Stop No. 14048)
-104.940388,39.773232,"41L, 49, 44, 37, 40",Colorado Blvd & 40th Ave,N,"B, 18",65,B,Denver,80207,Denver,East,NE,Colorado Blvd,E 40th Ave,Colorado Blvd & 40th Ave (Stop No. 13071)
-104.799895,39.653186,133,Hampden Ave & S Laredo St,W,B,125,F,Aurora,80013,Arapahoe,East,NW,E Hampden Av,S Laredo St,Hampden Ave & S Laredo St (Stop No. 14161)
-105.0980796,40.16616749,323,Collyer St & 4th Ave {1103},N,,150,I,Longmont,80501,Boulder,North,NE,Collyer St,4th Ave,Collyer St & 4th Ave {1103} (Stop No. 26646)
-105.224905,40.023781,"206, 208",Flatiron Pkwy & 55th St,E,T,90,O,Boulder,80301,Boulder,North,SE,Flatiron Pkwy,55th St,Flatiron Pkwy & 55th St (Stop No. 20383)
-105.095894,39.986862,DASH,South Boulder Rd & Coal Creek Dr,E,,100,I,Lafayette,80026,Boulder,North,SE,S Boulder Rd,Coal Creek Dr,South Boulder Rd & Coal Creek Dr (Stop No. 20009)
-105.081024,39.99084959,JUMP,Merlin Dr & E Spaulding St,N,,170,I,Lafayette,80026,Boulder,North,SE,E Spaulding St,Merlin St,Merlin Dr & E Spaulding St (Stop No. 20010)
-105.096762,39.987061,DASH,South Boulder Rd & Coal Creek Dr,W,,75,I,Lafayette,80026,Boulder,North,NW,S Boulder Rd,Coal Creek Dr,South Boulder Rd & Coal Creek Dr (Stop No. 20014)
-105.067167,39.776559,44,W 44th Ave & Lamar St,E,B,65,C,Wheat Ridge,80033,Jefferson,West,SE,W 44th Av,Lamar St,W 44th Ave & Lamar St (Stop No. 11157)
-104.875172,39.682324,83,S Dayton St & Jewell Ave,N,B,90,E,Aurora,80247,Arapahoe,East,NE,S Dayton St,E Jewell Ave,S Dayton St & Jewell Ave (Stop No. 21245)
-104.885319,39.689383,83,8800 Block Florida Ave,W,,90,E,Denver,80247,Arapahoe,East,,E Florida Av,S Alton St,8800 Block Florida Ave (Stop No. 21249)
-104.895148,39.77079625,34,7600 Block Smith Rd,E,,195,B,Denver,80207,Denver,East,NW,Smith Rd,7600 Smith Rd,7600 Block Smith Rd (Stop No. 34670)
-104.8363641,39.74764808,SHUZ,Montview Blvd & Ursula St,E,,25,B,Aurora,80045,Adams,East,SE, Montview Blvd,Ursula St,Montview Blvd & Ursula St (Stop No. 34994)
-105.0323048,39.73522835,1,Knox Ct & W 12th Ave,S,,75,C,Denver,80204,Denver,West,,Knox Ct,W 12th Ave,Knox Ct & W 12th Ave (Stop No. 33952)
-104.7784284,39.67864796,131,Evans Ave & S Waco St,E,,240,F,Aurora,80013,Arapahoe,East,,E Evans Ave,S Waco St,Evans Ave & S Waco St (Stop No. 33985)
-104.8908822,39.77001711,42,Central Park Station Gate B1,N,,5,B,Denver,80207,Denver,East,,Central Park Station,Gate B1,Central Park Station Gate B1 (Stop No. 34485)
-105.0208766,39.75489442,28,W 26th Ave & Clay St,W,,90,C,Denver,80211,Denver,West,NE,W 26th Ave,Clay St,W 26th Ave & Clay St (Stop No. 34723)
-104.9736399,39.74956293,"28, 32",22nd Ave & Downing St,W,"P, B",63,B,Denver,80205,Denver,East,NW,E 22nd Ave,Downing St,22nd Ave & Downing St (Stop No. 10556)
-104.7723889,39.755926,"169, 169L",Tower Rd & 28th Ave,S,,100,B,Aurora,80011,Adams,East,SW,Tower Rd,28th Ave,Tower Rd & 28th Ave (Stop No. 34362)
-105.007567,39.596531,67,W Ridge Rd & S Windermere St,NW,,90,H,Littleton,80120,Arapahoe,West,NW,W Ridge Rd,S Windermere St,W Ridge Rd & S Windermere St (Stop No. 16322)
-104.894333,39.693427,83,S Parker Rd & S Ulster St,NW,B,75,A,Denver,80247,Arapahoe,East,,S Parker Rd,S Valentia St,S Parker Rd & S Ulster St (Stop No. 19917)
-104.998895,39.649485,51,W Kenyon Ave & S Inca St,W,B,120,H,Englewood,80110,Arapahoe,West,NW,W Kenyon Av,S Inca St,W Kenyon Ave & S Inca St (Stop No. 20312)
-105.000533,39.644306,51,S Kalamath St & W Nassau Ave,N,,90,H,Englewood,80110,Arapahoe,West,NE,S Kalamath St,W Nassau Av,S Kalamath St & W Nassau Ave (Stop No. 20315)
-104.878326,39.654351,35,Girard Ave & S Clinton Ct,W,,125,E,Denver,80231,Denver,East,NW,E Girard Av,S Clinton Ct,Girard Ave & S Clinton Ct (Stop No. 20331)
-105.09323,40.00985,JUMP,N 111th St & Beacon Hill Dr,N,,125,I,Lafayette,80026,Boulder,North,SE,N 111th St,Beacon Hill Dr,N 111th St & Beacon Hill Dr (Stop No. 17916)
-104.8430672,39.72503261,121,Del Mar Cir & 6th Pl,N,,5,E,Aurora,80011,Arapahoe,East,SE,Del Mar Cir,E 6th Pl,Del Mar Cir & 6th Pl (Stop No. 22452)
-104.988648,39.570567,"401, 0",S Broadway & S Grant Way,S,,75,H,Littleton,80120,Arapahoe,West,SW,S Broadway,Grant Wy,S Broadway & S Grant Way (Stop No. 22453)
-105.0835794,39.96831101,LD,Exempla Cir & Entrance 3,NE,,1080,I,Lafayette,80026,Boulder,North, ,Exempla Cir,Crescent Dr,Exempla Cir & Entrance 3 (Stop No. 25890)
-105.292486,40.015276,205,Pearl St & 3rd St,NE,14,175,O,Boulder,80302,Boulder,North,SW,Pearl St,3rd St,Pearl St & 3rd St (Stop No. 18717)
-105.249434,40.02912,208,Valmont Rd & 34th St,E,,10,O,Boulder,80301,Boulder,North,SW,Valmont Rd,34th St,Valmont Rd & 34th St (Stop No. 16920)
-104.961893,39.869492,93L,Vine St & Rowena St {1203},S,,5,K,Thornton,80229,Adams,North,NW,Vine St,Rowena St,Vine St & Rowena St {1203} (Stop No. 16936)
-105.12653,39.778289,44,W 44th Ave & Robb St,W,B,65,L,Wheat Ridge,80033,Jefferson,West,NW,W 44th Av,Robb St,W 44th Ave & Robb St (Stop No. 11176)
-105.071896,39.580528,77,W Ken Caryl Ave & S Pierce St {1303},E,B,350,N,Columbine,80128,Jefferson,West,SE,W Ken Caryl Av,S Pierce St,W Ken Caryl Ave & S Pierce St {1303} (Stop No. 14738)
-104.99819,39.556684,0,Ridgeline Blvd & Bluepoint Rd,N,,75,H,Highlands Ranch,80129,Douglas,West,,Ridgeline Blvd,Bluepoint Rd,Ridgeline Blvd & Bluepoint Rd (Stop No. 26247)
